Unnamed: 0,Date,Close,High,Low,Open,Volume,Market_Label,GDP Growth,CPI,Interest Rate,M2 Money Supply,PPI,Unemployment Rate,VIX_Close
0,1993-01-29,24.52608299255371,24.543526863814417,24.42141976498947,24.543526863814417,1003200,1,,,6.39,,,,12.420000076293944
1,1993-02-01,24.70051002502441,24.70051002502441,24.543515257916205,24.543515257916205,480500,1,,3.2467532467532534,6.38,-0.4547442063839058,2.0689655172413834,7.1,12.329999923706056
2,1993-02-02,24.75284767150879,24.770291538789625,24.630740600542925,24.68307220238544,201300,1,,,6.46,,,,12.25
3,1993-02-03,25.014503479003903,25.031947344749376,24.77028935856733,24.7877332243128,529400,1,,,6.45,,,,12.119999885559082
4,1993-02-04,25.119165420532227,25.171497015158337,24.822619717650944,25.10172155565686,531500,1,,,6.39,,,,12.289999961853027
5,1993-02-05,25.10172462463379,25.15405622565805,24.96217368856912,25.10172462463379,492100,1,,,6.32,,,,12.899999618530272
6,1993-02-08,25.10172462463379,25.18894395967421,25.066836890617623,25.10172462463379,596100,1,,,6.37,-0.5308753609660877,,,13.220000267028809
7,1993-02-09,24.927291870117188,25.01451122585588,24.874960256673976,25.01451122585588,122100,1,,,6.41,,,,13.479999542236328
8,1993-02-10,24.9621639251709,24.9796077853562,24.85750076405907,24.92727620480029,379600,1,,,6.4,,,,13.43000030517578
9,1993-02-11,25.084285736083984,25.18894895890492,24.997066383733205,24.997066383733205,19500,1,,,6.37,,,,12.6899995803833
10,1993-02-12,24.89240264892578,25.04939747992812,24.89240264892578,25.04939747992812,42500,1,,,6.35,,,,12.380000114440918
11,1993-02-16,24.26441764831543,24.8226213612889,24.229529916254588,24.8226213612889,374800,1,,,6.34,,,,15.760000228881836
12,1993-02-17,24.246978759765625,24.29931036859965,24.15975941170891,24.264422629376966,210900,1,,,6.28,,,,15.899999618530272
13,1993-02-18,24.229530334472656,24.52607606210839,23.89809687417389,24.52607606210839,378100,1,,,6.17,,,,15.5600004196167
14,1993-02-19,24.316743850708008,24.31674385070801,24.19463681558968,24.2295245399092,34900,1,,,6.15,,,,15.020000457763672
15,1993-02-22,24.403959274291992,24.438846993054383,24.316739977386018,24.3865154149108,513600,1,,,6.09,-0.2511462196653435,,,14.699999809265137
16,1993-02-23,24.386520385742188,24.4911835633634,24.264413345184103,24.47373970042653,373700,1,,,5.92,,,,15.039999961853027
17,1993-02-24,24.70051002502441,24.70051002502441,24.403964353820022,24.403964353820022,26300,1,,,6.01,,,,14.720000267028809
18,1993-02-25,24.75284767150879,24.770291538789625,24.630740600542925,24.68307220238544,44500,1,,,6.03,,,,13.760000228881836
19,1993-02-26,24.78774070739746,24.805184578409,24.66563361031668,24.805184578409,66200,1,,,6.03,,,,13.15999984741211
20,1993-03-01,24.717960357666016,24.874955165865728,24.68307262251053,24.874955165865728,66500,1,,3.0194104960460155,5.94,-0.379263062695101,2.239448751076667,7.0,13.600000381469728
21,1993-03-02,25.084285736083984,25.084285736083984,24.70052058574056,24.73540832668087,182400,1,,,5.95,,,,12.489999771118164
22,1993-03-03,25.188934326171875,25.20637818650856,25.08427116415177,25.119158884825136,280100,1,,,5.88,,,,13.130000114440918
23,1993-03-04,25.04940223693848,25.223840971179,25.04940223693848,25.223840971179,89500,1,,,5.83,,,,13.4399995803833
24,1993-03-05,24.97962760925293,25.188954097598625,24.962183735224123,25.084290853425777,40000,1,,,5.9,,,,14.079999923706056
25,1993-03-08,25.537818908691406,25.537818908691406,25.03194681282252,25.03194681282252,50800,1,,,5.85,-0.4929413137323535,,,16.219999313354492
26,1993-03-09,25.45061492919922,25.50294655688092,25.398283301517523,25.48550268098701,169300,1,,,5.91,,,,14.170000076293944
27,1993-03-10,25.50293731689453,25.50293731689453,25.345942490730337,25.450605708173136,194400,1,,,5.97,,,,13.90999984741211
28,1993-03-11,25.433164596557617,25.59015943974624,25.398276853626808,25.52038395388463,70900,1,,,5.96,,,,14.260000228881836
29,1993-03-12,25.17149353027344,25.241268980114807,25.01449876813036,25.223825117654464,643600,1,,,6.11,,,,15.65999984741211
30,1993-03-15,25.29360580444336,25.29360580444336,25.15405487586712,25.15405487586712,310800,1,,,6.17,-0.3068739770867412,,,14.739999771118164
31,1993-03-16,25.29360580444336,25.36338126873148,25.29360580444336,25.29360580444336,30800,1,,,6.06,,,,14.510000228881836
32,1993-03-17,25.136608123779297,25.258715172264,25.10172039564081,25.258715172264,21800,1,,,6.02,,,,14.529999732971191
33,1993-03-18,25.29360580444336,25.398269000875537,25.241274206227267,25.241274206227267,59300,1,,,5.93,,,,14.170000076293944
34,1993-03-19,25.255327224731445,25.39553723014286,25.255327224731445,25.39553723014286,66900,1,,,5.95,,,,13.229999542236328
35,1993-03-22,25.115108489990234,25.167687223744576,24.992424777896773,25.00995102248155,183400,1,,,5.96,-0.3943793637346315,,,13.65999984741211
36,1993-03-23,25.16771125793457,25.202763780577936,25.13265873529121,25.18523751925625,55200,1,,,5.91,,,,13.020000457763672
37,1993-03-24,25.16771125793457,25.272868825864663,25.00997490603944,25.13265873529121,37200,1,,,5.95,,,,12.4399995803833
38,1993-03-25,25.32544136047364,25.37802013146424,25.15017879050496,25.18523130449869,110100,1,,,5.98,,,,12.079999923706056
39,1993-03-26,25.18522453308105,25.32543455135847,25.167698280796376,25.307908299073794,101500,1,,,6.09,,,,12.210000038146973
40,1993-03-29,25.290376663208008,25.41306040308497,25.20274542043875,25.20274542043875,87100,1,,,6.06,-0.2632579635533982,,,12.630000114440918
41,1993-03-30,25.36048698425293,25.360486984252933,25.29038197531236,25.325434479782643,56000,1,,,6.02,,,,12.229999542236328
42,1993-03-31,25.342952728271484,25.50068894857193,25.342952728271488,25.43058396177173,111600,1,,,6.03,,,,12.529999732971191
43,1993-04-01,25.255327224731445,25.378010979466435,25.20274847270216,25.378010979466435,129500,1,14.243406239031088,3.1563845050215145,6.06,,2.579535683576961,7.1,13.020000457763672
44,1993-04-02,24.729549407958984,25.04502204392161,24.729549407958984,25.04502204392161,59400,1,,,6.16,,,,14.5
45,1993-04-05,24.85222816467285,24.922333180652185,24.78212314869352,24.922333180652185,172200,1,,,6.13,-0.3827946934720327,,,14.119999885559082
46,1993-04-06,24.782106399536133,24.90479009458334,24.712001430937725,24.90479009458334,129700,1,,,6.08,,,,14.239999771118164
47,1993-04-07,24.869752883911133,24.869752883911133,24.7645953664316,24.817174125171363,28000,1,,,6.07,,,,13.640000343322754
48,1993-04-08,24.834701538085938,24.97491156794104,24.729544015694604,24.97491156794104,180800,1,,,5.97,,,,12.829999923706056
49,1993-04-12,25.18522453308105,25.20275078536573,25.04501451480364,25.08006701937299,348500,1,,,5.92,-0.1960899086865031,,,11.93000030517578
50,1993-04-13,25.23780632019043,25.325437592135536,25.150175048245327,25.167701302634345,146100,1,,,5.93,,,,11.699999809265137
51,1993-04-14,25.2027530670166,25.272858082502047,25.18522681314524,25.255331828630684,119600,1,,,5.9,,,,11.760000228881836
52,1993-04-15,25.2027530670166,25.255331828630684,25.09759554378844,25.18522681314524,148600,1,,,5.88,,,,10.960000038146973
53,1993-04-16,25.2027530670166,25.255331828630684,25.16770055927388,25.220279320887965,47900,1,,,5.89,,,,11.289999961853027
54,1993-04-19,25.097591400146484,25.272853909924045,25.08006514916873,25.20274890601302,157000,1,,,5.87,-0.3044942175376985,,,12.0600004196167
55,1993-04-20,24.97490501403809,25.09758875796669,24.81716877184416,25.06253625970137,279500,1,,,5.87,,,,11.9399995803833
56,1993-04-21,24.95737838745117,25.02748338292153,24.8872733919808,25.02748338292153,67900,1,,,5.86,,,,12.109999656677246
57,1993-04-22,24.64191436767578,25.062544484904954,24.641914367675778,24.852229426290368,97700,1,,,5.85,,,,12.68000030517578
58,1993-04-23,24.5367488861084,24.65943263053894,24.50169638769967,24.58932763372149,106000,1,,,5.89,,,,13.359999656677246
59,1993-04-26,24.343963623046875,24.64190990209065,24.273858616213047,24.55427864354836,62600,1,,,5.94,-0.1112770505725002,,,15.25
60,1993-04-27,24.60685157775879,24.606851577758786,24.308905369196182,24.308905369196182,156800,1,,,6.02,,,,13.93000030517578
61,1993-04-28,24.55427932739257,24.624384336178856,24.519226822999443,24.57180557958915,85900,1,,,6.03,,,,13.119999885559082
62,1993-04-29,24.65944480895996,24.65944480895996,24.46665597250043,24.606866035380087,85000,1,,,5.99,,,,12.800000190734863
63,1993-04-30,24.69449234008789,24.834702374666104,24.69449234008789,24.74707110305472,88500,1,,,6.05,,,,12.420000076293944
64,1993-05-03,24.85222816467285,24.85222816467285,24.624386862740028,24.729544386709023,80500,1,,,5.96,0.4515996598340344,,,12.899999618530272
65,1993-05-04,24.939842224121094,25.02747343362257,24.869737256519908,24.904789740320503,149100,1,,,5.92,,,,12.140000343322754
66,1993-05-05,25.00995635986328,25.097587601488588,24.93985136656304,24.93985136656304,109000,1,,,5.93,,,,12.380000114440918
67,1993-05-06,24.922327041625977,24.9924320403366,24.90480079194832,24.97490579065894,54700,1,,,5.89,,,,13.220000267028809
68,1993-05-07,24.869752883911133,24.93985789556416,24.83470037808462,24.93985789556416,68000,1,,,5.92,,,,13.010000228881836
69,1993-05-10,24.922327041625977,25.062537039047218,24.90480079194832,24.90480079194832,113900,1,,,5.89,0.6677209629239123,,,13.720000267028809
70,1993-05-11,25.027490615844727,25.027490615844727,24.852228076518085,24.922333092248746,42600,1,,,5.89,,,,13.350000381469728
71,1993-05-12,24.99243354797364,25.009959798708536,24.922328545034013,24.922328545034013,31000,1,,,5.96,,,,13.5600004196167
72,1993-05-13,24.69449234008789,24.88728113763293,24.676966085765613,24.88728113763293,129100,1,,,6.02,,,,14.760000228881836
73,1993-05-14,24.67695999145508,24.764591241424736,24.659433741461147,24.69448624144901,63500,1,,,6.03,,,,14.390000343322754
74,1993-05-17,24.76459312438965,24.76459312438965,24.641909365103928,24.74706687306312,34000,1,,,6.07,0.6294463799513927,,,14.130000114440918
75,1993-05-18,24.74707794189453,24.799656719391475,24.659446646066293,24.782130460225822,105200,1,,,6.15,,,,14.1899995803833
76,1993-05-19,25.255327224731445,25.255327224731445,24.58932969902721,24.74706595511506,50200,1,,,6.11,,,,14.289999961853027
77,1993-05-20,25.32544136047364,25.32544136047363,25.20275756149556,25.25533633248616,98200,1,,,6.09,,,,13.979999542236328
78,1993-05-21,25.097591400146484,25.37801141579057,25.08006514916873,25.34295891383507,221400,1,,,6.16,,,,14.510000228881836
79,1993-05-24,25.2027530670166,25.290384336373407,25.150174305402523,25.150174305402523,30500,1,,,6.16,0.5739889302134982,,,14.100000381469728
80,1993-05-25,25.255327224731445,25.30790597676073,25.255327224731445,25.30790597676073,191800,1,,,6.17,,,,14.039999961853027
81,1993-05-26,25.57079696655273,25.58832321533036,25.307903234888386,25.325429483666007,102400,1,,,6.12,,,,12.880000114440918
82,1993-05-27,25.483169555664062,25.60585331556065,25.448117052836466,25.60585331556065,53800,1,,,6.11,,,,13.100000381469728
83,1993-05-28,25.36048698425293,25.4656444976638,25.237803218606928,25.4656444976638,79100,1,,,6.16,,,,13.470000267028809
