Date,Unnamed: 0,Close_SPY,High_SPY,Low_SPY,Open_SPY,Volume_SPY,pct_change,trend,market_label
5/14/1993,73,24.67696571,24.76459698,24.65943946,24.69449197,63500,-0.000709507,24.79877024,Bear
5/17/1993,74,24.76458931,24.76458931,24.64190557,24.74706306,34000,0.003550825,24.78211994,Bear
5/18/1993,75,24.74705887,24.79963761,24.65942764,24.78211136,105200,-0.000707883,24.77072725,Bear
5/19/1993,76,25.25533104,25.25533104,24.58933341,24.74706969,50200,0.02053869,24.78562498,Bear
5/20/1993,77,25.32543945,25.32543945,25.20275566,25.25533443,98200,0.002775985,24.81980133,Bear
5/21/1993,78,25.09759521,25.37801527,25.08006896,25.34296277,221400,-0.008996655,24.84784365,Bear
5/24/1993,79,25.20275307,25.29038434,25.15017431,25.15017431,30500,0.004189957,24.89078341,Bear
5/25/1993,80,25.25533104,25.3079098,25.25533104,25.3079098,191800,0.0020862,24.92320652,Bear
5/26/1993,81,25.57080078,25.58832703,25.30790701,25.32543326,102400,0.012491214,24.9740324,Bear
5/27/1993,82,25.48316765,25.6058514,25.44811515,25.6058514,53800,-0.003427078,25.01521931,Bear
5/28/1993,83,25.36050034,25.4656579,25.23781651,25.4656579,79100,-0.00481366,25.04851999,Bear
6/1/1993,84,25.60585785,25.69348912,25.41306905,25.44812156,28300,0.00967479,25.08620224,Bear
6/2/1993,85,25.57080078,25.65843204,25.43059077,25.53574828,20300,-0.001369103,25.11774921,Bear
6/3/1993,86,25.48316765,25.51822015,25.4305889,25.51822015,21600,-0.003427078,25.14140902,Bear
6/4/1993,87,25.39553261,25.41305886,25.29037512,25.41305886,32000,-0.003438938,25.16506929,Bear
6/7/1993,88,25.30790138,25.44811136,25.30790138,25.44811136,121400,-0.003450655,25.18697681,Bear
6/8/1993,89,25.08006859,25.23780487,25.08006859,25.23780487,104500,-0.009002437,25.19486389,Bear
6/9/1993,90,25.16770172,25.27285925,25.13264921,25.16770172,43300,0.003494135,25.20187397,Bear
6/10/1993,91,25.18521881,25.20274506,25.09758757,25.15016631,17900,0.000696015,25.21151342,Bear
6/11/1993,92,25.29038239,25.32543489,25.18522487,25.27285613,647400,0.004175607,25.24130821,Bear
6/14/1993,93,25.25533104,25.34296231,25.25533104,25.32543605,64200,-0.001385956,25.27022648,Bear
6/15/1993,94,25.20275307,25.30791059,25.20275307,25.29038434,142400,-0.002081856,25.29213467,Bear
6/16/1993,95,25.25533104,25.25533104,25.13264727,25.20275228,330900,0.0020862,25.31754827,Bear
6/17/1993,96,25.34296799,25.34296799,25.2553367,25.30791547,37400,0.003470038,25.32193012,Bear
6/18/1993,97,25.13425255,25.32840759,25.13425255,25.32840759,58500,-0.008235635,25.31237078,Bear
6/21/1993,98,25.18720818,25.20485864,25.15190725,25.20485864,29300,0.002106911,25.31685143,Bear
6/22/1993,99,25.20487022,25.22252069,25.16956929,25.22252069,137500,0.000701231,25.31695728,Bear
6/23/1993,100,24.97540665,25.20486268,24.97540665,25.20486268,227600,-0.009103938,25.30296106,Bear
6/24/1993,101,25.31075859,25.31075859,25.0460017,25.0460017,243700,0.013427287,25.28995895,Bear
6/25/1993,102,25.29312134,25.36372321,25.27547087,25.29312134,44800,-0.000696828,25.28045664,Bear
6/28/1993,103,25.57552719,25.57552719,25.38137205,25.41667299,439900,0.011165322,25.29120798,Bear
6/29/1993,104,25.45196533,25.54021764,25.41666441,25.54021764,207500,-0.004831254,25.28351336,Bear
6/30/1993,105,25.45196533,25.54021764,25.41666441,25.48726625,437600,0,25.27757158,Bear
7/1/1993,106,25.38136292,25.48726568,25.34606199,25.48726568,605700,-0.002773948,25.27248135,Bear
7/2/1993,107,25.2401638,25.31076566,25.15191148,25.2931152,285400,-0.005563102,25.26471291,Bear
7/6/1993,108,24.97540665,25.27546454,24.94010572,25.20486268,246400,-0.010489518,25.24808817,Bear
7/7/1993,109,25.04600906,25.08130999,24.95775674,24.95775674,343700,0.002826878,25.24638519,Bear
7/8/1993,110,25.32840919,25.38136057,25.02835139,25.0636523,248200,0.011275255,25.25442057,Bear
7/9/1993,111,25.39900208,25.39900208,25.2754489,25.32840026,378200,0.002787103,25.26510973,Bear
7/12/1993,112,25.38136292,25.39901338,25.32841153,25.36371245,373700,-0.000694482,25.26965876,Bear
7/13/1993,113,25.36370659,25.46960933,25.22250293,25.3990075,389600,-0.000695641,25.27507753,Bear
7/14/1993,114,25.45196533,25.52256718,25.36371303,25.38136349,617300,0.003479726,25.28753815,Bear
7/15/1993,115,25.34607315,25.43432549,25.29312174,25.43432549,443800,-0.004160472,25.29207525,Bear
7/16/1993,116,25.27546501,25.3813678,25.24016408,25.36371733,216400,-0.002785762,25.2887001,Bear
7/19/1993,117,25.25781822,25.27546869,25.18721635,25.27546869,188200,-0.000698179,25.29487839,Bear
7/20/1993,118,25.32840919,25.32840919,25.11660368,25.2401569,68500,0.002794817,25.30193844,Bear
7/21/1993,119,25.31075859,25.31075859,25.22250629,25.29310813,142700,-0.00069687,25.30723286,Bear
7/22/1993,120,25.13425255,25.31075713,25.13425255,25.27545621,632400,-0.006973558,25.31517515,Bear
7/23/1993,121,25.25781822,25.25781822,25.16956589,25.18721635,286200,0.004916226,25.31252813,Bear
7/26/1993,122,25.39900208,25.45195343,25.32840026,25.32840026,121300,0.005589709,25.31782217,Bear
7/27/1993,123,25.38136292,25.4343143,25.29311061,25.41666384,92800,-0.000694482,25.30811396,Bear
7/28/1993,124,25.32840919,25.38136057,25.29310828,25.32840919,30800,-0.002086323,25.30193615,Bear
7/29/1993,125,25.46962357,25.54022543,25.3460703,25.38137123,331000,0.005575335,25.30281906,Bear
7/30/1993,126,25.32840919,25.46961287,25.29310828,25.46961287,75300,-0.005544423,25.30017138,Bear
8/2/1993,127,25.39900208,25.48725434,25.36370117,25.36370117,41300,0.002787103,25.30811329,Bear
8/3/1993,128,25.41666985,25.52257264,25.32841752,25.45197078,81600,0.000695609,25.33017645,Bear
8/4/1993,129,25.41666985,25.46962124,25.34606798,25.41666985,434000,0,25.34870949,Bear
8/5/1993,130,25.36370659,25.41665796,25.32840567,25.41665796,36800,-0.0020838,25.35047436,Bear
8/6/1993,131,25.39900208,25.45195343,25.36370117,25.43430298,402300,0.001391574,25.35047436,Bear
8/9/1993,132,25.54022217,25.61082403,25.41666892,25.46962031,828200,0.005560065,25.35841732,Bear
8/10/1993,133,25.52257347,25.54022394,25.48727254,25.52257347,604900,-0.000691016,25.36636066,Bear
8/11/1993,134,25.52257347,25.59317533,25.50492301,25.50492301,542200,0,25.36989107,Bear
8/12/1993,135,25.45196533,25.59316902,25.36371303,25.59316902,303700,-0.002766498,25.37518568,Bear
8/13/1993,136,25.48727036,25.50492082,25.46961989,25.46961989,103500,0.001387124,25.38577595,Bear
8/16/1993,137,25.628479,25.69908087,25.50492573,25.50492573,241800,0.00554036,25.40430899,Bear
8/17/1993,138,25.71671867,25.71671867,25.61081592,25.61081592,369300,0.003443032,25.42372446,Bear
8/18/1993,139,25.85791969,25.91087106,25.78731786,25.80496832,414300,0.005490631,25.45108252,Bear
8/19/1993,140,25.85791969,25.87557015,25.82261878,25.87557015,28500,0,25.48726587,Bear
8/20/1993,141,25.87556458,25.87556458,25.78731231,25.80496276,80700,0.000682378,25.51815319,Bear
8/23/1993,142,25.82263947,25.84028994,25.76968805,25.76968805,15600,-0.00204537,25.53933506,Bear
8/24/1993,143,26.10503769,26.10503769,25.82263025,25.82263025,273400,0.010936071,25.5755188,Bear
8/25/1993,144,26.12267685,26.22857959,26.06972548,26.10502639,242300,0.000675699,25.61523218,Bear
8/26/1993,145,26.14032936,26.28153303,26.03442661,26.14032936,120000,0.000675754,25.64876747,Bear
8/27/1993,146,26.12267685,26.12267685,26.06972548,26.06972548,25700,-0.000675298,25.68848085,Bear
8/30/1993,147,26.22861099,26.26391195,26.1403586,26.1403586,183500,0.004055256,25.7299613,Bear
8/31/1993,148,26.29919052,26.29919052,26.17563728,26.2109382,66500,0.002690937,25.77408733,Bear
9/1/1993,149,26.26387215,26.3168235,26.21092079,26.21092079,136500,-0.001342945,25.81644745,Bear
9/2/1993,150,26.17564201,26.31684575,26.15799155,26.28154481,472400,-0.003359373,25.85704422,Bear
9/3/1993,151,26.19329834,26.22859928,26.12269646,26.1579974,630500,0.000674533,25.89675903,Bear
9/7/1993,152,26.01678085,26.2285864,25.98147993,26.19328547,196400,-0.006739032,25.92058697,Bear
9/8/1993,153,25.92854118,26.01679354,25.75203648,26.01679354,269900,-0.003391644,25.94088535,Bear
9/9/1993,154,25.98147964,25.99913011,25.82262549,25.82262549,239200,0.002041706,25.96383066,Bear
9/10/1993,155,26.21093369,26.22858415,26.01677862,26.05207954,106500,0.008831446,26.00177908,Bear
9/13/1993,156,26.22861099,26.29921291,26.22861099,26.29921291,66900,0.000674425,26.03884611,Bear
9/14/1993,157,26.12267685,26.15797776,26.03442456,26.15797776,184500,-0.004038877,26.063556,Bear
9/15/1993,158,26.19329834,26.21094881,25.92854128,26.01679363,101000,0.002703455,26.08738499,Bear
9/16/1993,159,26.08738327,26.17563558,26.06973281,26.15798512,54300,-0.004043594,26.09885817,Bear
9/17/1993,160,26.03681183,26.09009316,26.00129094,26.07233272,200900,-0.00193854,26.10780277,Bear
9/20/1993,161,25.82367706,26.12560451,25.82367706,26.0723232,57800,-0.008185901,26.1052084,Bear
9/21/1993,162,25.73487663,25.89472059,25.46847004,25.85919971,318200,-0.003438721,26.10082026,Bear
9/22/1993,163,25.94799614,25.98351701,25.78815222,25.82367309,439700,0.008281349,26.09296818,Bear
9/23/1993,164,26.0900898,26.10785024,25.98352714,26.01904803,88500,0.005476094,26.09133883,Bear
9/24/1993,165,26.01904297,26.07232429,25.98352209,26.05456385,53500,-0.002723135,26.08527451,Bear
9/27/1993,166,26.30321503,26.30321503,26.21441282,26.21441282,274600,0.010921695,26.09430141,Bear
9/28/1993,167,26.24991608,26.3209578,26.23215565,26.3209578,158300,-0.002026328,26.09536667,Bear
9/29/1993,168,26.16113472,26.32097872,26.12561383,26.24993694,221000,-0.003382158,26.08846388,Bear
9/30/1993,169,26.10783577,26.21439836,26.05455447,26.16111707,99300,-0.002037333,26.08066206,Bear
10/1/1993,170,26.23217392,26.26769481,26.03680905,26.07232994,22700,0.004762484,26.08348866,Bear
10/4/1993,171,26.26767731,26.26767731,26.19663558,26.26767731,1038500,0.001353429,26.0872076,Bear
10/5/1993,172,26.23217392,26.32097613,26.14337171,26.32097613,436500,-0.0013516,26.09797726,Bear
10/6/1993,173,26.21440506,26.35648856,26.21440506,26.24992593,209200,-0.000677369,26.11227045,Bear
10/7/1993,174,26.14336586,26.24992849,26.12560542,26.24992849,59400,-0.00270993,26.12036476,Bear
10/8/1993,175,26.17889214,26.23217346,25.98352727,26.21441302,54400,0.001358902,26.11876268,Bear
10/11/1993,176,26.23217392,26.28545525,26.23217392,26.23217392,467100,0.002035296,26.11894083,Bear
10/12/1993,177,26.26767731,26.28543774,26.24991688,26.26767731,26200,0.001353429,26.12619085,Bear
10/13/1993,178,26.26767731,26.28543774,26.23215645,26.28543774,139100,0,26.1299098,Bear
10/14/1993,179,26.60512733,26.60512733,26.30319999,26.37424172,108100,0.012846588,26.155797,Bear
10/15/1993,180,26.74723244,26.80051378,26.6584302,26.72947199,1502500,0.005341268,26.19131804,Bear
10/18/1993,181,26.67617798,26.72945929,26.6406571,26.72945929,722400,-0.002656516,26.23394308,Bear
10/19/1993,182,26.48081017,26.6939354,26.48081017,26.64065409,880100,-0.007323681,26.27123976,Bear
10/20/1993,183,26.51634026,26.56962158,26.46305893,26.56962158,230400,0.00134173,26.29965696,Bear
10/21/1993,184,26.48081017,26.53409147,26.44528929,26.53409147,56200,-0.001339932,26.31919298,Bear
10/22/1993,185,26.35648346,26.62288996,26.35648346,26.51632736,390700,-0.004694974,26.33606501,Bear
10/25/1993,186,26.42752838,26.46304925,26.30320533,26.37424707,114500,0.002695539,26.34228067,Bear
10/26/1993,187,26.40977287,26.42753331,26.32097068,26.40977287,186200,-0.000671857,26.35027351,Bear
10/27/1993,188,26.42752838,26.44528882,26.37424707,26.37424707,118400,0.000672308,26.3635932,Bear
10/28/1993,189,26.62290192,26.69394368,26.46305794,26.46305794,129600,0.007392804,26.3893465,Bear
10/29/1993,190,26.62290192,26.64066236,26.58738103,26.60514147,80700,0,26.4088829,Bear
11/1/1993,191,26.69392014,26.71168056,26.58735758,26.58735758,36400,0.002667561,26.43019505,Bear
11/2/1993,192,26.67617798,26.71169885,26.51633404,26.65841754,262100,-0.000664652,26.45239525,Bear
11/3/1993,193,26.33872223,26.65841002,26.2143992,26.65841002,479100,-0.012650079,26.45861111,Bear
11/4/1993,194,26.05457306,26.33874018,26.03681261,26.33874018,130400,-0.010788267,26.45417147,Bear
11/5/1993,195,26.17889214,26.17889214,25.87696461,25.98352727,363200,0.004771488,26.45417147,Bear
11/8/1993,196,26.21440506,26.28544681,26.12560287,26.19664462,367600,0.001356548,26.45328302,Bear
11/9/1993,197,26.23217392,26.40977835,26.21441348,26.3920179,246900,0.000677828,26.45150785,Bear
11/10/1993,198,26.42752838,26.42752838,26.16112185,26.23216359,46500,0.007447132,26.45950041,Bear
11/11/1993,199,26.35648346,26.49856693,26.33872303,26.42752519,88900,-0.002688292,26.44706821,Bear
11/12/1993,200,26.48081017,26.56961235,26.39200799,26.40976842,108200,0.00471712,26.4337471,Bear
11/15/1993,201,26.46304512,26.53408685,26.39200339,26.53408685,243300,-0.000670865,26.42309046,Bear
11/16/1993,202,26.58739662,26.60515707,26.4097921,26.51635481,492600,0.004699062,26.42841978,Bear
11/17/1993,203,26.44529533,26.60513929,26.37425357,26.60513929,39600,-0.005344686,26.42486753,Bear
11/18/1993,204,26.37425995,26.46306217,26.30321817,26.40978084,240800,-0.002686126,26.41954002,Bear
11/19/1993,205,26.32096291,26.35648377,26.2676816,26.28544204,106000,-0.002020798,26.417764,Bear
11/22/1993,206,26.16113472,26.26769739,26.0723325,26.24993694,165300,-0.006072277,26.40444431,Bear
11/23/1993,207,26.30321503,26.32097547,26.16113149,26.30321503,89700,0.005430969,26.39911642,Bear
11/24/1993,208,26.40977287,26.42753331,26.33873112,26.37425199,77200,0.004051134,26.39822865,Bear
11/26/1993,209,26.42752838,26.48080969,26.40976795,26.48080969,1019800,0.000672308,26.38845997,Bear
11/29/1993,210,26.32096291,26.55184855,26.32096291,26.49856724,517500,-0.004032366,26.37336302,Bear
11/30/1993,211,26.33872223,26.46304526,26.28544093,26.30320136,230000,0.000674722,26.35560312,Bear
12/1/1993,212,26.37425995,26.49858306,26.37425995,26.48082262,379200,0.001349258,26.34050722,Bear
12/2/1993,213,26.44529533,26.46305577,26.37425357,26.42753489,352000,0.00269336,26.34583588,Bear
12/3/1993,214,26.55186462,26.55186462,26.42754151,26.42754151,306000,0.004029801,26.37070045,Bear
12/6/1993,215,26.64066315,26.67618403,26.58738182,26.58738182,99500,0.003344342,26.39378901,Bear
12/7/1993,216,26.62290192,26.6584228,26.58738103,26.64066236,88800,-0.000666696,26.41421385,Bear
12/8/1993,217,26.62290192,26.62290192,26.58738103,26.62290192,146700,0,26.43375025,Bear
12/9/1993,218,26.53408813,26.65841117,26.49856727,26.6228903,416500,-0.003335992,26.43907824,Bear
12/10/1993,219,26.48081017,26.55185191,26.42752886,26.55185191,412900,-0.002007907,26.44529457,Bear
12/13/1993,220,26.64066315,26.64066315,26.44529828,26.48081917,273200,0.006036559,26.45328722,Bear
12/14/1993,221,26.44529533,26.65842062,26.44529533,26.65842062,41900,-0.007333444,26.45239973,Bear
12/15/1993,222,26.40977287,26.49857507,26.40977287,26.48081463,82600,-0.001343243,26.44351854,Bear
12/16/1993,223,26.49856949,26.51632992,26.46304862,26.51632992,78200,0.003362264,26.44618225,Bear
12/17/1993,224,26.64419556,26.66207757,26.53690349,26.5547855,104700,0.00549562,26.45967903,Bear
12/20/1993,225,26.67996216,26.69784417,26.60843411,26.62631612,68800,0.001342379,26.47762899,Bear
12/21/1993,226,26.59056282,26.64420888,26.55479878,26.64420888,205700,-0.003350805,26.4991004,Bear
12/22/1993,227,26.76939774,26.78727976,26.60845947,26.66210556,410300,0.006725503,26.52240953,Bear
12/23/1993,228,26.7515049,26.80515096,26.71574085,26.7515049,533800,-0.000668406,26.53949614,Bear
12/27/1993,229,26.89456177,26.89456177,26.75150559,26.75150559,447100,0.00534762,26.56284781,Bear
12/28/1993,230,26.94819832,26.96608033,26.85878824,26.87667025,880600,0.001994327,26.59420958,Bear
12/29/1993,231,26.91244507,26.98397316,26.89456305,26.96609114,266700,-0.00132674,26.62289572,Bear
12/30/1993,232,26.80514717,26.89455727,26.75150111,26.89455727,219900,-0.003986925,26.64444008,Bear
12/31/1993,233,26.66208649,26.8945527,26.64420447,26.85878867,312900,-0.00533706,26.65527964,Bear
1/3/1994,234,26.59056282,26.69785494,26.55479878,26.6620909,960900,-0.002682598,26.65721455,Bear
1/4/1994,235,26.69785881,26.69785881,26.59056668,26.62633072,164300,0.004035115,26.66007433,Bear
1/5/1994,236,26.7515049,26.76938692,26.62633074,26.73362288,710900,0.002009378,26.66650448,Bear
1/6/1994,237,26.7515049,26.80515096,26.71574085,26.78726894,201000,0,26.67293463,Bear
1/7/1994,238,26.91244507,26.93032709,26.73362484,26.80515293,775500,0.006016117,26.69185247,Bear
1/10/1994,239,27.23429871,27.23429871,26.87665854,26.94818657,593700,0.011959286,26.7295269,Bear
1/11/1994,240,27.18066788,27.21643191,27.09125779,27.21643191,295200,-0.001969238,26.75652714,Bear
1/12/1994,241,27.09125519,27.19854729,27.0018451,27.19854729,158400,-0.003289569,26.78882513,Bear
1/13/1994,242,27.01973724,27.07338331,26.9839732,27.01973724,244300,-0.00263989,26.81932335,Bear
1/14/1994,243,27.12702942,27.18067549,27.1091474,27.1091474,137200,0.003970882,26.85074635,Bear
1/17/1994,244,27.12702942,27.16279347,27.07338335,27.12702942,17700,0,26.87488804,Bear
1/18/1994,245,27.16278839,27.19855243,27.10914233,27.16278839,166400,0.001318204,26.89902935,Bear
1/19/1994,246,27.09125519,27.16278325,27.03760914,27.12701922,200800,-0.0026335,26.92406397,Bear
1/20/1994,247,27.16278839,27.18067041,27.10914233,27.12702435,281100,0.002640454,26.9437335,Bear
1/21/1994,248,27.10914612,27.19855623,27.0912641,27.19855623,85600,-0.001974844,26.96161556,Bear
1/24/1994,249,27.00185204,27.21643629,27.00185204,27.09126214,373800,-0.003957855,26.96698008,Bear
1/25/1994,250,27.00185204,27.03761608,26.94820597,27.01973406,310400,0,26.96966276,Bear
1/26/1994,251,27.07339478,27.09127681,26.96610259,27.00186665,145100,0.002649549,26.97771025,Bear
1/27/1994,252,27.32372093,27.35948496,27.09125472,27.12701875,344500,0.009246205,27.00363894,Bear
1/28/1994,253,27.39525414,27.48466423,27.39525414,27.43101817,356500,0.002617989,27.04029732,Bear
1/31/1994,254,27.59195328,27.64559933,27.46677915,27.50254319,313800,0.007180044,27.09036684,Bear
2/1/1994,255,27.44889832,27.55619043,27.41313428,27.55619043,303600,-0.005184662,27.12791882,Bear
2/2/1994,256,27.62771988,27.62771988,27.52042776,27.53830978,307600,0.006514708,27.17172956,Bear
2/3/1994,257,27.50253868,27.57406674,27.41312861,27.57406674,466100,-0.004531,27.20928125,Bear
2/4/1994,258,26.87664986,27.53828395,26.87664986,27.50251995,1403200,-0.022757493,27.20749149,Bear
2/7/1994,259,27.00185204,27.07338012,26.8051498,26.8051498,516400,0.0046584,27.19586916,Bear
2/8/1994,260,27.01973724,27.05550129,26.9124451,27.05550129,188200,0.00066237,27.18782263,Bear
2/9/1994,261,27.12702942,27.14491144,27.00185526,27.0376193,144600,0.003970882,27.18961134,Bear
2/10/1994,262,26.89456177,27.12702806,26.89456177,27.10914604,883900,-0.008569595,27.18335257,Bear
2/11/1994,263,26.98395729,27.05548534,26.78725515,26.91242924,519400,0.003323926,27.17619896,Bear
2/14/1994,264,27.01973724,27.10914736,26.89456308,26.93032713,2742100,0.001325971,27.17083435,Bear
2/15/1994,265,27.16278839,27.18067041,27.03761425,27.07337829,374700,0.00529432,27.17083435,Bear
2/16/1994,266,27.14490509,27.19855115,27.09125903,27.19855115,287600,-0.000658375,27.17351685,Bear
