Date,Market_Label,GDP Growth,CPI,Interest Rate,M2 Money Supply,PPI,Unemployment Rate,VIX_Close
1999-03-10,1,,,5.2,,,,24.790000915527344
1999-03-11,1,,,5.21,,,,24.3700008392334
1999-03-12,1,,,5.16,,,,24.84000015258789
1999-03-15,1,,,5.15,1.2115116465128972,,,25.239999771118164
1999-03-16,1,,,5.11,,,,25.149999618530277
1999-03-17,1,,,5.14,,,,25.56999969482422
1999-03-18,1,,,5.11,,,,24.1299991607666
1999-03-19,1,,,5.17,,,,24.31999969482422
1999-03-22,1,,,5.21,1.1414482695644157,,,25.0
1999-03-23,1,,,5.2,,,,27.270000457763672
1999-03-24,1,,,5.17,,,,26.600000381469727
1999-03-25,1,,,5.21,,,,24.32999992370605
1999-03-26,1,,,5.21,,,,24.040000915527344
1999-03-29,1,,,5.28,0.9374928891619394,,,23.540000915527344
1999-03-30,1,,,5.21,,,,22.729999542236328
1999-03-31,1,,,5.25,,,,23.26000022888184
1999-04-01,1,18.59080972607445,2.281134401972884,5.27,,-1.040832666132918,4.3,22.059999465942383
1999-04-05,1,,,5.2,1.2003000750187676,,,22.190000534057617
1999-04-06,1,,,5.13,,,,22.649999618530277
1999-04-07,1,,,5.14,,,,22.809999465942383
1999-04-08,1,,,5.03,,,,22.59000015258789
1999-04-09,1,,,5.05,,,,21.770000457763672
1999-04-12,1,,,5.06,1.1878804397201792,,,21.93000030517578
1999-04-13,1,,,5.12,,,,22.729999542236328
1999-04-14,1,,,5.13,,,,24.940000534057617
1999-04-15,1,,,5.18,,,,23.93000030517578
1999-04-16,1,,,5.23,,,,23.899999618530277
1999-04-19,1,,,5.18,1.463835977633332,,,26.420000076293945
1999-04-20,1,,,5.16,,,,25.020000457763672
1999-04-21,1,,,5.17,,,,23.309999465942383
1999-04-22,1,,,5.25,,,,22.6200008392334
1999-04-23,1,,,5.26,,,,22.76000022888184
1999-04-26,1,,,5.23,1.177056453438352,,,23.530000686645508
1999-04-27,1,,,5.22,,,,23.36000061035156
1999-04-28,1,,,5.27,,,,24.399999618530277
1999-04-29,1,,,5.22,,,,25.059999465942383
1999-04-30,1,,,5.36,,,,25.06999969482422
1999-05-03,1,,,5.38,1.024794136277274,,,24.149999618530277
1999-05-04,1,,,5.42,,,,25.6200008392334
1999-05-05,1,,,5.4,,,,25.190000534057617
