Unnamed: 0,Date,Close,High,Low,Open,Volume,Market_Label
0,1993-01-29,24.526073455810547,24.54351732028837,24.42141026894365,24.54351732028837,1003200,1
1,1993-02-01,24.70051002502441,24.70051002502441,24.543515257916205,24.543515257916205,480500,1
2,1993-02-02,24.752853393554688,24.77029726486797,24.630746294361675,24.683077908301534,201300,1
3,1993-02-03,25.01450538635254,25.0319492534281,24.770291247294704,24.787735114370264,529400,1
4,1993-02-04,25.119163513183597,25.17149510383606,24.82261783281962,25.101719649632773,531500,1
5,1993-02-05,25.10173225402832,25.15406387095819,24.962181275548662,25.10173225402832,492100,1
6,1993-02-08,25.10173225402832,25.188951615578105,25.066844509408405,25.10173225402832,596100,1
7,1993-02-09,24.927282333374023,25.014501655744123,24.874950739951966,25.014501655744123,122100,1
8,1993-02-10,24.96217918395996,24.979623054808293,24.857515958869985,24.927291442263304,379600,1
9,1993-02-11,25.084287643432617,25.18895087421189,24.997068284449888,24.997068284449888,19500,1
10,1993-02-12,24.892412185668945,25.049407076818923,24.892412185668945,25.049407076818923,42500,1
11,1993-02-16,24.264419555664062,24.822623312516143,24.229531820860807,24.822623312516143,374800,1
12,1993-02-17,24.246973037719727,24.299304634204013,24.15975371024592,24.26441690321449,210900,1
13,1993-02-18,24.22952651977539,24.526072200722965,23.898093111657516,24.526072200722965,378100,1
14,1993-02-19,24.31674575805664,24.31674575805664,24.194638713360515,24.22952644041655,34900,1
15,1993-02-22,24.403959274291992,24.438846993054383,24.316739977386018,24.3865154149108,513600,1
16,1993-02-23,24.386520385742188,24.4911835633634,24.264413345184103,24.47373970042653,373700,1
17,1993-02-24,24.70051002502441,24.70051002502441,24.403964353820022,24.403964353820022,26300,1
18,1993-02-25,24.752853393554688,24.77029726486797,24.630746294361675,24.683077908301534,44500,1
19,1993-02-26,24.787748336791992,24.805192213172564,24.66564120212799,24.805192213172564,66200,1
20,1993-03-01,24.71794891357422,24.874943649087395,24.68306119457129,24.874943649087395,66500,1
21,1993-03-02,25.084287643432617,25.084287643432617,24.70052246390861,24.735410207501705,182400,1
22,1993-03-03,25.18893814086914,25.20638200384758,25.08427496299849,25.11916268895537,280100,1
23,1993-03-04,25.04940223693848,25.223840971179,25.04940223693848,25.223840971179,89500,1
24,1993-03-05,24.9796199798584,25.18894640427062,24.96217611115738,25.08428319206451,40000,1
25,1993-03-08,25.537813186645508,25.537813186645508,25.03194120412316,25.03194120412316,50800,1
26,1993-03-09,25.450592041015625,25.50292362163457,25.398260460396678,25.485479761428252,169300,1
27,1993-03-10,25.502939224243164,25.50293922424316,25.345944386337425,25.45060761160792,194400,1
28,1993-03-11,25.433155059814453,25.5901498441343,25.3982673299656,25.52037438443659,70900,1
29,1993-03-12,25.171504974365234,25.241280455929655,25.014510140845285,25.223836585538557,643600,1
30,1993-03-15,25.293601989746094,25.293601989746094,25.15405108221646,25.15405108221646,310800,1
31,1993-03-16,25.293601989746094,25.36337744351091,25.293601989746094,25.293601989746094,30800,1
32,1993-03-17,25.136608123779297,25.258715172264,25.10172039564081,25.258715172264,21800,1
33,1993-03-18,25.293601989746094,25.39826517039332,25.24127039942248,25.24127039942248,59300,1
34,1993-03-19,25.25533103942871,25.395541066018183,25.25533103942871,25.395541066018183,66900,1
35,1993-03-22,25.1151065826416,25.167685312402888,24.992422879865263,25.009949123119025,183400,1
36,1993-03-23,25.16770362854004,25.202756140557508,25.132651116522577,25.18522988454877,55200,1
37,1993-03-24,25.16770362854004,25.27286116459244,25.00996732446145,25.132651116522577,37200,1
38,1993-03-25,25.3254337310791,25.378012486230134,25.150171213909005,25.185223717343025,110100,1
39,1993-03-26,25.18522071838379,25.3254307154242,25.167694468753737,25.30790446579415,101500,1
40,1993-03-29,25.29039192199707,25.41307573589449,25.202760626356053,25.202760626356053,87100,1
41,1993-03-30,25.360485076904297,25.360485076904297,25.29038007323628,25.32543257507029,56000,1
