Price,Close,High,Low,Open,Volume
Ticker,SPY,SPY,SPY,SPY,SPY
Date,,,,,
2015-10-19,173.3562774658203,173.3562774658203,172.2992872692018,172.61467782698392,76523900
2015-10-20,173.13467407226562,173.7569357628856,172.65732192566014,172.9130500061618,78448500
2015-10-21,172.06056213378906,173.71424197069865,171.89006814451582,173.56081298859098,102038000
2015-10-22,174.96730041503906,175.18040489849605,172.06056514590372,173.02378856646072,174911700
2015-10-23,176.88523864746094,177.26030461495122,175.85382024372794,176.6636146697918,144442300
2015-10-26,176.4505157470703,176.7659062265468,176.0754497677655,176.70624373358413,69033000
2015-10-27,176.10958862304688,176.45055066796715,175.4191190207507,175.76861357125836,77905800
2015-10-28,178.11276245117188,178.1383339540614,175.77714514147337,176.45054972901136,135906700
2015-10-29,178.0104217529297,178.38548768924284,177.48192684641432,177.6012648255263,90525500
2015-10-30,177.24325561523438,178.5304150260823,177.08130713277208,178.2064920474267,131076900
2015-11-02,179.34022521972656,179.53627772077743,177.44785619047622,177.57572669653547,86270800
2015-11-03,179.86016845703125,180.4227673662694,178.75202263767667,178.98217910179488,95246100
2015-11-04,179.31463623046875,180.2863921501524,178.76908927567908,180.15853466343037,96224500
2015-11-05,179.13565063476562,179.8431591874771,178.2320895695986,179.37432665172042,78408700
2015-11-06,179.0418701171875,179.28055912233174,177.69506112984803,178.78615512393722,110471500
2015-11-09,177.37115478515625,178.5730673937629,176.40791819724018,178.41962537653748,131008700
2015-11-10,177.78030395507812,177.81440796044959,176.61249540501262,176.88526241364914,75874600
2015-11-11,177.0813751220703,178.10427443909188,177.01318010001947,178.05313142427138,67846000
2015-11-12,174.60931396484375,176.5016831167582,174.5922749684247,176.0243310796748,121315200
2015-11-13,172.64878845214844,174.4644435059887,172.563554430372,174.19167642668555,153577100
2015-11-16,175.2742156982422,175.33389121199065,172.3418951835282,172.46124621102513,117645200
2015-11-17,175.14633178710938,176.48462131629233,174.6434082764487,175.58959279988042,121123700
2015-11-18,177.92523193359375,178.07014145429994,175.58961459097034,175.6322250918081,121342500
2015-11-19,177.7717742919922,178.1979832866952,177.47342279295358,177.80586528854727,88220500
2015-11-20,178.41964721679688,179.11010386166072,178.03606163708022,178.53898524175025,94011500
2015-11-23,178.21502685546875,178.990717303905,177.74619438210684,178.47927433858212,64931200
2015-11-24,178.45372009277344,178.86287710596037,176.8000270306064,177.19213204124102,98874400
2015-11-25,178.4281768798828,178.7861909490383,178.16391632246112,178.58160590657704,51980100
2015-11-27,178.6327667236328,178.83735178648945,178.03607654888876,178.52194818872667,37317800
2015-11-30,177.89114379882812,178.9140429659209,177.78032527837965,178.79470494654123,112822700
2015-12-01,179.58740234375,179.7067533399391,178.24911296396672,178.53041244027247,97858400
2015-12-02,177.7547149658203,179.86018835344544,177.49898697816263,179.53626536862134,108441300
2015-12-03,175.26568603515625,178.28324038568465,174.53260594899078,178.01047335729666,166224200
2015-12-04,178.68389892578125,178.98225049853568,175.26570662617814,175.26570662617814,192913900
2015-12-07,177.601318359375,178.77764650609487,176.62102972909565,178.35143745124336,102027100
2015-12-08,176.40792846679688,177.5501656332922,175.410600820809,176.01582341292217,103372400
2015-12-09,175.0355224609375,177.88259567826776,174.04671438323692,175.76008301941255,162401500
2015-12-10,175.48727416992188,176.8170440526749,174.86501272619572,175.1036887047993,116128900
2015-12-11,172.08616638183594,174.01262656272985,171.77076284714576,173.33922200165458,211173300
2015-12-14,172.95562744140625,173.083497960641,170.4409966455386,172.2481318638195,182385200
2015-12-15,174.77127075195312,175.69188380151493,172.93004465282948,174.48997123623698,154069600
2015-12-16,177.32852172851562,177.63539273956982,174.57521513372214,175.91350467716202,197017000
2015-12-17,174.6263427734375,177.71209160819666,174.60929077241587,177.64389661097593,173092500
2015-12-18,171.51541137695312,174.0107010851654,171.35248593847535,173.87351242290717,251393500
2015-12-21,172.93028259277344,173.11036153711402,171.57544466138964,172.70733954746214,99094300
2015-12-22,174.4994659423828,174.79959310769019,172.82736065463078,173.830623827282,111026200
2015-12-23,176.66030883789062,176.70318600701586,175.42551963902375,175.51984417738927,110987200
2015-12-24,176.3687744140625,176.9261515151703,176.1458314241854,176.40308138744462,48539600
2015-12-28,175.96575927734375,176.00862336611408,174.87674188648782,175.6656321502943,65899900
2015-12-29,177.8436737060547,178.17809475831766,177.0462131523036,177.08050704400443,92640700
2015-12-30,176.5831298828125,177.6807304906803,176.437357970928,177.59497614991278,63317700
2015-12-31,174.81674194335938,176.54887798142767,174.81674194335938,175.89718932315532,114877900
2016-01-04,172.37286376953125,172.3814339701514,170.28915360257275,171.9183945354249,222353500
2016-01-05,172.66439819335938,173.1274376028546,171.54108701237138,172.69869207824698,110845800
2016-01-06,170.4864044189453,171.54968511900316,169.44026412198204,170.07479922768695,152112600
2016-01-07,166.3961639404297,169.30305847960392,166.00171224565733,167.49375158986982,213436100
2016-01-08,164.5697021484375,167.9396492170275,164.27815829374777,167.37370191019912,209817200
2016-01-11,164.7326202392578,165.84736131652977,162.76897132375913,165.50435701660507,187941300
2016-01-12,166.061767578125,166.82493430844448,163.90088584789726,166.19896932575696,172330500
2016-01-13,161.92007446289062,167.09074565860692,161.5342060168762,166.73917110554302,221168900
2016-01-14,164.57826232910156,165.7187270745948,160.91678471303356,162.53744238625532,240795600
2016-01-15,161.04541015625,161.86002412869902,159.0817611875349,160.1536251208301,324846400
2016-01-19,161.2598114013672,163.01767117904635,159.66487706378555,162.88905271806348,195244400
2016-01-20,159.1932373046875,160.7796012709384,155.22306191461246,158.6615969434537,286547800
2016-01-21,160.08505249023438,161.95437723910675,158.32719271277367,159.67346033086153,195772900
2016-01-22,163.36924743652344,163.57503697621863,161.96296221673063,162.7346991591456,168319600
2016-01-25,160.8996124267578,163.05191014929486,160.70239315825847,162.85469088079552,130371700
2016-01-26,163.09483337402344,163.37780705705475,161.22550872671607,161.5684999935114,141036800
2016-01-27,161.31980895996094,164.2609972278067,160.4022871790188,162.56316846993735,185681700
2016-01-28,162.16014099121094,163.094803141609,160.48803597805028,162.88901365338964,143798800
2016-01-29,166.11317443847656,166.25037615263764,162.82041180426404,162.94046003308608,210529300
2016-02-01,166.0531463623047,166.8506198895172,164.5010895640316,165.0927605168044,136061600
2016-02-02,163.06053161621094,164.61258861265887,162.5288781687597,164.6040184108997,182564900
2016-02-03,164.0380859375,164.4496780919569,160.43662514637506,164.13241050250875,205054900
