Date,Market_Label,GDP Growth,CPI,Interest Rate,M2 Money Supply,PPI,Unemployment Rate,VIX_Close
1993-01-29,1,0.5407815916308544,0.475454353970555,0.7795484727755644,0.0315331026270813,0.4678664844070077,0.3185840707964602,0.0445955083535838
1993-02-01,1,0.5407815916308544,0.475454353970555,0.7782204515272244,0.0315331026270813,0.4678664844070077,0.3185840707964602,0.0433718489379407
1993-02-02,1,0.5407815916308544,0.475454353970555,0.7888446215139442,0.0315331026270813,0.4678664844070077,0.3185840707964602,0.0422841545610001
1993-02-03,1,0.5407815916308544,0.475454353970555,0.7875166002656042,0.0315331026270813,0.4678664844070077,0.3185840707964602,0.0405166479568867
1993-02-04,1,0.5407815916308544,0.475454353970555,0.7795484727755644,0.0315331026270813,0.4678664844070077,0.3185840707964602,0.0428280017494704
1993-02-05,1,0.5407815916308544,0.475454353970555,0.7702523240371846,0.0315331026270813,0.4678664844070077,0.3185840707964602,0.0511216746152274
1993-02-08,1,0.5407815916308544,0.475454353970555,0.7768924302788844,0.0270392634988234,0.4678664844070077,0.3185840707964602,0.0554724650893296
1993-02-09,1,0.5407815916308544,0.475454353970555,0.7822045152722443,0.0270392634988234,0.4678664844070077,0.3185840707964602,0.0590074653312166
1993-02-10,1,0.5407815916308544,0.475454353970555,0.7808764940239044,0.0270392634988234,0.4678664844070077,0.3185840707964602,0.0583276660703835
1993-02-11,1,0.5407815916308544,0.475454353970555,0.7768924302788844,0.0270392634988234,0.4678664844070077,0.3185840707964602,0.0482664736341734
1993-02-12,1,0.5407815916308544,0.475454353970555,0.7742363877822045,0.0270392634988234,0.4678664844070077,0.3185840707964602,0.0440516611651135
1993-02-16,1,0.5407815916308544,0.475454353970555,0.7729083665338645,0.0270392634988234,0.4678664844070077,0.3185840707964602,0.090006793973043
1993-02-17,1,0.5407815916308544,0.475454353970555,0.7649402390438247,0.0270392634988234,0.4678664844070077,0.3185840707964602,0.0919102526495191
1993-02-18,1,0.5407815916308544,0.475454353970555,0.750332005312085,0.0270392634988234,0.4678664844070077,0.3185840707964602,0.0872875580306915
1993-02-19,1,0.5407815916308544,0.475454353970555,0.747675962815405,0.0270392634988234,0.4678664844070077,0.3185840707964602,0.0799456145031725
1993-02-22,1,0.5407815916308544,0.475454353970555,0.7397078353253652,0.0435510025810711,0.4678664844070077,0.3185840707964602,0.0755948240290704
1993-02-23,1,0.5407815916308544,0.475454353970555,0.7171314741035857,0.0435510025810711,0.4678664844070077,0.3185840707964602,0.0802175316142378
1993-02-24,1,0.5407815916308544,0.475454353970555,0.7290836653386454,0.0435510025810711,0.4678664844070077,0.3185840707964602,0.0758667541064754
1993-02-25,1,0.5407815916308544,0.475454353970555,0.7317397078353254,0.0435510025810711,0.4678664844070077,0.3185840707964602,0.0628144086168485
1993-02-26,1,0.5407815916308544,0.475454353970555,0.7317397078353254,0.0435510025810711,0.4678664844070077,0.3185840707964602,0.0546566878234542
1993-03-01,1,0.5407815916308544,0.4546896234433657,0.7197875166002656,0.0359885731741389,0.4722666503816711,0.3097345132743362,0.0606390198629673
1993-03-02,1,0.5407815916308544,0.4546896234433657,0.7211155378486056,0.0359885731741389,0.4722666503816711,0.3097345132743362,0.0455472376918219
1993-03-03,1,0.5407815916308544,0.4546896234433657,0.7118193891102258,0.0359885731741389,0.4722666503816711,0.3097345132743362,0.0542488056736864
1993-03-04,1,0.5407815916308544,0.4546896234433657,0.7051792828685259,0.0359885731741389,0.4722666503816711,0.3097345132743362,0.0584636181427463
1993-03-05,1,0.5407815916308544,0.4546896234433657,0.7144754316069057,0.0359885731741389,0.4722666503816711,0.3097345132743362,0.0671651861246109
1993-03-08,1,0.5407815916308544,0.4546896234433657,0.7078353253652057,0.0292784191597049,0.4722666503816711,0.3097345132743362,0.0962610301572815
1993-03-09,1,0.5407815916308544,0.4546896234433657,0.7158034528552457,0.0292784191597049,0.4722666503816711,0.3097345132743362,0.068388845540254
1993-03-10,1,0.5407815916308544,0.4546896234433657,0.7237715803452855,0.0292784191597049,0.4722666503816711,0.3097345132743362,0.0648538323320272
1993-03-11,1,0.5407815916308544,0.4546896234433657,0.7224435590969456,0.0292784191597049,0.4722666503816711,0.3097345132743362,0.0696125049558971
1993-03-12,1,0.5407815916308544,0.4546896234433657,0.7423638778220452,0.0292784191597049,0.4722666503816711,0.3097345132743362,0.0886471695186973
1993-03-15,1,0.5407815916308544,0.4546896234433657,0.750332005312085,0.0402615269622559,0.4722666503816711,0.3097345132743362,0.0761386712175407
1993-03-16,1,0.5407815916308544,0.4546896234433657,0.7357237715803453,0.0402615269622559,0.4722666503816711,0.3097345132743362,0.0730115531254214
1993-03-17,1,0.5407815916308544,0.4546896234433657,0.7304116865869854,0.0402615269622559,0.4722666503816711,0.3097345132743362,0.0732834702364867
1993-03-18,1,0.5407815916308544,0.4546896234433657,0.7184594953519257,0.0402615269622559,0.4722666503816711,0.3097345132743362,0.068388845540254
1993-03-19,1,0.5407815916308544,0.4546896234433657,0.7211155378486056,0.0402615269622559,0.4722666503816711,0.3097345132743362,0.0556084171616923
1993-03-22,1,0.5407815916308544,0.4546896234433657,0.7224435590969456,0.0350962942449833,0.4722666503816711,0.3097345132743362,0.0614547841625028
1993-03-23,1,0.5407815916308544,0.4546896234433657,0.7158034528552457,0.0350962942449833,0.4722666503816711,0.3097345132743362,0.0527532291469781
1993-03-24,1,0.5407815916308544,0.4546896234433657,0.7211155378486056,0.0350962942449833,0.4722666503816711,0.3097345132743362,0.0448674254646491
1993-03-25,1,0.5407815916308544,0.4546896234433657,0.7250996015936255,0.0350962942449833,0.4722666503816711,0.3097345132743362,0.0399728007684164
1993-03-26,1,0.5407815916308544,0.4546896234433657,0.7397078353253652,0.0350962942449833,0.4722666503816711,0.3097345132743362,0.0417403073725298
1993-03-29,1,0.5407815916308544,0.4546896234433657,0.7357237715803453,0.042836075441265,0.4722666503816711,0.3097345132743362,0.0474507093346378
1993-03-30,1,0.5407815916308544,0.4546896234433657,0.7304116865869854,0.042836075441265,0.4722666503816711,0.3097345132743362,0.042012224483595
1993-03-31,1,0.5407815916308544,0.4546896234433657,0.7317397078353254,0.042836075441265,0.4722666503816711,0.3097345132743362,0.0460910848802922
1993-04-01,1,0.5407815916308544,0.4672003737389303,0.7357237715803453,0.042836075441265,0.4810442815607069,0.3185840707964602,0.0527532291469781
