Date,M2 Money Supply
2015-10-12,12174.0
2015-10-19,12180.0
2015-10-26,12239.3
2015-11-02,12280.6
2015-11-09,12285.5
2015-11-16,12297.0
2015-11-23,12307.5
2015-11-30,12304.0
2015-12-07,12315.9
2015-12-14,12330.1
2015-12-21,12379.5
2015-12-28,12377.9
2016-01-04,12364.2
2016-01-11,12464.1
2016-01-18,12475.9
2016-01-25,12514.0
2016-02-01,12539.8
2016-02-08,12511.9
2016-02-15,12556.6
2016-02-22,12580.9
2016-02-29,12577.6
2016-03-07,12582.9
2016-03-14,12588.7
2016-03-21,12624.2
2016-03-28,12663.8
2016-04-04,12664.8
2016-04-11,12677.7
2016-04-18,12698.8
2016-04-25,12737.9
2016-05-02,12762.8
2016-05-09,12766.9
2016-05-16,12776.6
2016-05-23,12796.0
2016-05-30,12781.1
2016-06-06,12799.1
2016-06-13,12847.2
2016-06-20,12862.1
2016-06-27,12866.3
2016-07-04,12862.6
2016-07-11,12875.1
2016-07-18,12901.1
2016-07-25,12926.3
2016-08-01,12950.5
2016-08-08,12968.6
2016-08-15,12980.4
2016-08-22,13006.9
2016-08-29,13009.9
2016-09-05,13019.4
2016-09-12,13053.3
2016-09-19,13047.9
2016-09-26,13058.5
2016-10-03,13055.8
2016-10-10,13109.0
2016-10-17,13104.6
2016-10-24,13112.4
2016-10-31,13137.1
2016-11-07,13130.8
2016-11-14,13171.9
2016-11-21,13208.8
2016-11-28,13198.7
2016-12-05,13198.8
2016-12-12,13201.2
2016-12-19,13207.2
2016-12-26,13212.1
2017-01-02,13223.0
2017-01-09,13265.9
2017-01-16,13283.1
2017-01-23,13301.3
2017-01-30,13298.3
2017-02-06,13322.9
2017-02-13,13334.0
2017-02-20,13351.4
2017-02-27,13384.5
2017-03-06,13381.0
2017-03-13,13416.4
2017-03-20,13432.4
2017-03-27,13441.0
2017-04-03,13433.1
2017-04-10,13471.8
2017-04-17,13476.3
2017-04-24,13502.0
2017-05-01,13526.4
2017-05-08,13512.9
2017-05-15,13527.3
2017-05-22,13557.7
2017-05-29,13563.9
2017-06-05,13556.6
2017-06-12,13560.3
2017-06-19,13562.8
2017-06-26,13592.5
2017-07-03,13574.0
2017-07-10,13619.8
2017-07-17,13632.6
2017-07-24,13640.9
2017-07-31,13653.2
2017-08-07,13659.8
2017-08-14,13664.6
2017-08-21,13700.8
2017-08-28,13715.2
2017-09-04,13706.8
2017-09-11,13722.5
2017-09-18,13723.7
2017-09-25,13740.6
2017-10-02,13763.6
2017-10-09,13789.8
2017-10-16,13778.8
2017-10-23,13781.9
2017-10-30,13794.0
2017-11-06,13797.7
2017-11-13,13804.2
2017-11-20,13802.2
2017-11-27,13830.8
2017-12-04,13822.7
2017-12-11,13858.7
2017-12-18,13869.2
2017-12-25,13846.3
2018-01-01,13848.7
2018-01-08,13858.3
2018-01-15,13865.7
2018-01-22,13879.1
2018-01-29,13884.0
2018-02-05,13896.0
2018-02-12,13889.8
2018-02-19,13899.7
2018-02-26,13929.0
2018-03-05,13951.0
2018-03-12,13954.3
2018-03-19,13957.9
2018-03-26,13985.4
2018-04-02,13994.2
2018-04-09,13987.5
2018-04-16,13993.5
2018-04-23,14012.6
2018-04-30,14004.5
2018-05-07,14016.9
2018-05-14,14040.0
2018-05-21,14062.0
2018-05-28,14085.2
2018-06-04,14096.8
2018-06-11,14109.5
2018-06-18,14126.9
2018-06-25,14135.2
2018-07-02,14146.4
2018-07-09,14143.3
2018-07-16,14163.8
2018-07-23,14166.5
2018-07-30,14164.3
2018-08-06,14161.8
2018-08-13,14189.2
2018-08-20,14204.1
2018-08-27,14232.7
2018-09-03,14232.8
2018-09-10,14213.9
2018-09-17,14233.0
2018-09-24,14240.6
2018-10-01,14252.1
2018-10-08,14222.5
2018-10-15,14237.7
2018-10-22,14251.1
2018-10-29,14252.6
2018-11-05,14228.7
2018-11-12,14226.4
2018-11-19,14248.9
2018-11-26,14262.7
2018-12-03,14307.5
2018-12-10,14326.7
2018-12-17,14321.5
2018-12-24,14390.8
2018-12-31,14420.0
2019-01-07,14413.5
2019-01-14,14426.2
2019-01-21,14436.9
2019-01-28,14477.5
2019-02-04,14463.7
2019-02-11,14469.3
2019-02-18,14459.9
2019-02-25,14478.7
2019-03-04,14495.5
2019-03-11,14507.6
2019-03-18,14503.0
2019-03-25,14527.5
2019-04-01,14555.8
2019-04-08,14548.8
2019-04-15,14560.3
2019-04-22,14549.5
2019-04-29,14594.0
2019-05-06,14610.8
2019-05-13,14619.7
2019-05-20,14661.5
2019-05-27,14703.2
2019-06-03,14733.2
2019-06-10,14759.2
2019-06-17,14785.7
2019-06-24,14804.3
2019-07-01,14838.1
2019-07-08,14841.1
2019-07-15,14836.8
2019-07-22,14876.6
2019-07-29,14910.5
2019-08-05,14927.9
2019-08-12,14929.3
2019-08-19,14930.8
2019-08-26,14947.0
2019-09-02,14980.6
2019-09-09,14990.8
2019-09-16,15001.6
2019-09-23,15055.1
2019-09-30,15095.0
2019-10-07,15119.4
2019-10-14,15126.1
2019-10-21,15164.3
2019-10-28,15196.6
2019-11-04,15221.4
2019-11-11,15230.8
2019-11-18,15261.9
2019-11-25,15292.5
2019-12-02,15290.9
2019-12-09,15273.6
2019-12-16,15327.2
2019-12-23,15336.6
2019-12-30,15343.6
2020-01-06,15349.2
2020-01-13,15385.9
2020-01-20,15436.9
2020-01-27,15458.7
2020-02-03,15440.9
2020-02-10,15444.7
2020-02-17,15455.8
2020-02-24,15446.7
2020-03-02,15519.8
2020-03-09,15574.9
2020-03-16,15731.8
2020-03-23,16153.5
2020-03-30,16532.1
2020-04-06,16596.5
2020-04-13,16714.5
2020-04-20,17076.1
2020-04-27,17405.3
2020-05-04,17601.0
2020-05-11,17820.5
2020-05-18,17910.8
2020-05-25,17938.8
2020-06-01,17972.2
2020-06-08,18062.9
2020-06-15,18139.4
2020-06-22,18234.4
2020-06-29,18230.3
2020-07-06,18324.4
2020-07-13,18381.2
2020-07-20,18303.7
2020-07-27,18264.4
2020-08-03,18234.0
2020-08-10,18372.5
2020-08-17,18411.5
2020-08-24,18344.1
2020-08-31,18418.3
2020-09-07,18527.4
2020-09-14,18647.4
2020-09-21,18660.7
2020-09-28,18580.5
2020-10-05,18619.9
2020-10-12,18717.3
2020-10-19,18730.3
2020-10-26,18747.2
2020-11-02,18795.4
2020-11-09,18957.3
2020-11-16,18990.7
2020-11-23,18998.4
2020-11-30,18871.7
2020-12-07,19088.7
2020-12-14,19149.2
2020-12-21,19045.6
2020-12-28,18934.6
2021-01-04,19038.9
2021-01-11,19408.0
2021-01-18,19420.1
2021-01-25,19369.8
2021-02-01,19363.4
