Date,PPI
1922-04-01,-5.294117647058815
1922-05-01,0.0
1922-06-01,3.105590062111796
1922-07-01,6.211180124223592
1922-08-01,5.590062111801242
1922-09-01,6.211180124223592
1922-10-01,6.172839506172845
1922-11-01,6.790123456790131
1922-12-01,8.125000000000004
1923-01-01,12.101910828025497
1923-02-01,11.250000000000004
1923-03-01,12.5
1923-04-01,11.180124223602462
1923-05-01,5.421686746987953
1923-06-01,4.216867469879504
1923-07-01,-0.5847953216374324
1923-08-01,-0.5882352941176561
1923-09-01,0.5847953216374213
1923-10-01,-0.5813953488371992
1923-11-01,-1.7341040462427793
1923-12-01,-2.3121387283237094
1924-01-01,-2.272727272727282
1924-02-01,-3.370786516853941
1924-03-01,-5.555555555555558
1924-04-01,-6.703910614525133
1924-05-01,-5.714285714285716
1924-06-01,-5.202312138728338
1924-07-01,-2.941176470588236
1924-08-01,-1.1834319526627168
1924-09-01,-2.9069767441860517
1924-10-01,-1.1695906432748648
1924-11-01,0.588235294117645
1924-12-01,3.550295857988184
1925-01-01,2.9069767441860517
1925-02-01,4.06976744186045
1925-03-01,5.294117647058805
1925-04-01,4.790419161676662
1925-05-01,6.060606060606055
1925-06-01,7.92682926829269
1925-07-01,9.090909090909083
1925-08-01,7.18562874251496
1925-09-01,6.586826347305408
1925-10-01,5.3254437869822535
1925-11-01,5.263157894736836
1925-12-01,1.7142857142857126
1926-01-01,0.5649717514124353
1926-02-01,-1.6759776536312665
1926-03-01,-3.351955307262555
1926-04-01,-1.1428571428571344
1926-05-01,-1.1428571428571344
1926-06-01,-2.259887005649708
1926-07-01,-4.999999999999993
1926-08-01,-4.469273743016744
1926-09-01,-3.370786516853941
1926-10-01,-3.93258426966292
1926-11-01,-5.555555555555558
1926-12-01,-5.056179775280912
1927-01-01,-7.86516853932585
1927-02-01,-5.681818181818176
1927-03-01,-4.624277456647407
1927-04-01,-5.780346820809246
1927-05-01,-6.358381502890187
1927-06-01,-6.358381502890187
1927-07-01,-5.2631578947368585
1927-08-01,-4.093567251462005
1927-09-01,-3.48837209302324
1927-10-01,-2.3391812865497186
1927-11-01,-2.35294117647058
1927-12-01,-1.7751479289940697
1928-01-01,1.2195121951219745
1928-02-01,-0.6024096385542244
1928-03-01,0.0
1928-04-01,2.4539877300613355
1928-05-01,3.70370370370372
1928-06-01,3.0864197530864113
1928-07-01,3.70370370370372
1928-08-01,2.4390243902439046
1928-09-01,2.409638554216853
1928-10-01,0.0
1928-11-01,-0.6024096385542244
1928-12-01,-0.6024096385542244
1929-01-01,-0.6024096385542244
1929-02-01,-0.60606060606061
1929-03-01,0.60606060606061
1929-04-01,-1.19760479041916
1929-05-01,-2.9761904761904767
1929-06-01,-1.7964071856287456
1929-07-01,-1.1904761904761862
1929-08-01,-1.1904761904761862
1929-09-01,-2.35294117647058
1929-10-01,-1.7964071856287456
1929-11-01,-2.4242424242424176
1929-12-01,-2.4242424242424176
1930-01-01,-3.6363636363636376
1930-02-01,-4.2682926829268215
1930-03-01,-6.62650602409639
1930-04-01,-6.060606060606055
1930-05-01,-6.134969325153373
1930-06-01,-8.536585365853655
1930-07-01,-12.650602409638568
1930-08-01,-12.650602409638568
1930-09-01,-12.650602409638568
1930-10-01,-12.804878048780477
1930-11-01,-13.043478260869568
1930-12-01,-14.906832298136663
1931-01-01,-15.094339622641506
1931-02-01,-15.923566878980889
1931-03-01,-15.483870967741941
1931-04-01,-16.774193548387096
1931-05-01,-17.647058823529417
1931-06-01,-17.333333333333336
1931-07-01,-14.482758620689651
1931-08-01,-14.482758620689651
1931-09-01,-15.172413793103445
1931-10-01,-15.384615384615397
1931-11-01,-13.571428571428578
1931-12-01,-13.868613138686126
1932-01-01,-14.074074074074073
1932-02-01,-13.636363636363624
1932-03-01,-12.977099236641221
1932-04-01,-12.4031007751938
1932-05-01,-11.904761904761907
1932-06-01,-11.290322580645162
1932-07-01,-10.483870967741938
1932-08-01,-9.677419354838722
1932-09-01,-8.130081300813007
1932-10-01,-8.264462809917362
1932-11-01,-9.090909090909083
1932-12-01,-8.47457627118644
1933-01-01,-9.482758620689658
1933-02-01,-9.649122807017541
1933-03-01,-8.771929824561408
1933-04-01,-7.964601769911505
1933-05-01,-2.7027027027026973
1933-06-01,1.8181818181818077
1933-07-01,7.207207207207222
1933-08-01,7.14285714285714
1933-09-01,7.964601769911495
1933-10-01,10.81081081081081
1933-11-01,11.818181818181817
1933-12-01,12.962962962962955
1934-01-01,18.0952380952381
1934-02-01,23.300970873786397
1934-03-01,22.115384615384603
1934-04-01,22.115384615384603
1934-05-01,17.59259259259258
1934-06-01,15.178571428571441
1934-07-01,8.403361344537807
1934-08-01,9.999999999999986
1934-09-01,9.836065573770503
1934-10-01,7.317073170731692
1934-11-01,7.317073170731692
1934-12-01,9.016393442622972
1935-01-01,9.677419354838701
1935-02-01,7.874015748031504
1935-03-01,7.874015748031504
1935-04-01,8.661417322834652
1935-05-01,8.661417322834652
1935-06-01,6.976744186046524
1935-07-01,6.201550387596888
1935-08-01,5.3030303030303205
1935-09-01,3.731343283582089
1935-10-01,5.3030303030303205
1935-11-01,5.3030303030303205
1935-12-01,5.263157894736836
1936-01-01,2.205882352941191
1936-02-01,1.4598540145985384
1936-03-01,0.0
1936-04-01,-0.7246376811594346
1936-05-01,-2.1739130434782705
1936-06-01,-0.7246376811594346
1936-07-01,1.4598540145985384
1936-08-01,0.7194244604316502
1936-09-01,0.7194244604316502
1936-10-01,0.7194244604316502
1936-11-01,2.1582733812949506
1936-12-01,3.571428571428581
1937-01-01,6.474820143884896
1937-02-01,7.194244604316546
1937-03-01,10.21897810218979
1937-04-01,10.948905109489049
1937-05-01,11.851851851851848
1937-06-01,9.48905109489051
1937-07-01,9.352517985611497
1937-08-01,7.857142857142851
1937-09-01,7.857142857142851
1937-10-01,5.000000000000004
1937-11-01,1.4084507042253502
1937-12-01,-2.758620689655178
1938-01-01,-5.405405405405405
1938-02-01,-7.38255033557047
1938-03-01,-9.27152317880795
1938-04-01,-11.184210526315786
1938-05-01,-10.596026490066224
1938-06-01,-9.999999999999998
1938-07-01,-10.526315789473683
1938-08-01,-11.258278145695355
1938-09-01,-10.596026490066224
1938-10-01,-8.843537414965985
1938-11-01,-6.944444444444442
1938-12-01,-5.6737588652482245
1939-01-01,-4.999999999999993
1939-02-01,-3.6231884057971064
1939-03-01,-3.649635036496346
1939-04-01,-2.9629629629629672
1939-05-01,-2.9629629629629672
1939-06-01,-3.703703703703709
1939-07-01,-4.411764705882348
1939-08-01,-3.731343283582089
1939-09-01,0.7407407407407307
1939-10-01,2.238805970149249
1939-11-01,1.4925373134328401
1939-12-01,3.007518796992481
1940-01-01,3.007518796992481
1940-02-01,2.2556390977443552
1940-03-01,2.2727272727272707
1940-04-01,3.053435114503822
1940-05-01,3.053435114503822
1940-06-01,3.076923076923088
1940-07-01,3.076923076923088
1940-08-01,3.875968992248069
1940-09-01,-1.4705882352941124
1940-10-01,-0.7299270072992692
1940-11-01,0.7352941176470562
1940-12-01,0.7299270072992803
1941-01-01,1.4598540145985384
1941-02-01,2.205882352941191
1941-03-01,3.703703703703698
1941-04-01,6.666666666666665
1941-05-01,8.148148148148149
1941-06-01,11.940298507462677
1941-07-01,14.179104477611947
1941-08-01,16.417910447761198
1941-09-01,17.910447761194035
1941-10-01,16.91176470588236
1941-11-01,16.058394160583944
1941-12-01,17.391304347826075
1942-01-01,18.705035971223015
1942-02-01,20.143884892086316
1942-03-01,19.999999999999996
1942-04-01,18.055555555555557
1942-05-01,16.43835616438356
1942-06-01,13.33333333333333
1942-07-01,11.111111111111116
1942-08-01,9.615384615384626
1942-09-01,8.860759493670866
1942-10-01,8.176100628930815
1942-11-01,8.805031446540879
1942-12-01,7.407407407407396
1943-01-01,6.060606060606055
1943-02-01,5.988023952095811
1943-03-01,5.952380952380953
1943-04-01,5.294117647058805
1943-05-01,5.294117647058805
1943-06-01,5.294117647058805
1943-07-01,4.705882352941182
1943-08-01,4.093567251461994
1943-09-01,3.488372093023262
1943-10-01,3.488372093023262
1943-11-01,2.3121387283236983
1943-12-01,2.298850574712663
1944-01-01,1.7142857142857126
1944-02-01,0.5649717514124353
1944-03-01,0.561797752808979
1944-04-01,0.0
1944-05-01,0.0
1944-06-01,0.5586592178770999
1944-07-01,0.561797752808979
1944-08-01,0.561797752808979
1944-09-01,0.561797752808979
1944-10-01,0.561797752808979
1944-11-01,1.6949152542372836
1944-12-01,1.1235955056179803
1945-01-01,1.6853932584269593
1945-02-01,1.6853932584269593
1945-03-01,1.1173184357541999
1945-04-01,1.6759776536312998
1945-05-01,2.2346368715083997
1945-06-01,1.6666666666666607
1945-07-01,2.2346368715083997
1945-08-01,1.6759776536312998
1945-09-01,1.1173184357541999
1945-10-01,1.6759776536312998
1945-11-01,2.2222222222222143
1945-12-01,2.2222222222222143
1946-01-01,1.6574585635358963
1946-02-01,2.20994475138121
1946-03-01,3.8674033149171283
1946-04-01,4.395604395604402
1946-05-01,4.371584699453557
1946-06-01,6.010928961748618
1946-07-01,17.486338797814206
1946-08-01,21.97802197802199
1946-09-01,18.232044198895014
1946-10-01,26.923076923076938
1946-11-01,30.978260869565233
1946-12-01,32.065217391304365
1947-01-01,33.152173913043484
1947-02-01,33.5135135135135
1947-03-01,34.57446808510638
1947-04-01,32.10526315789475
1947-05-01,30.890052356020938
1947-06-01,28.865979381443307
1947-07-01,17.674418604651176
1947-08-01,15.315315315315313
1947-09-01,21.962616822429926
1947-10-01,14.28571428571428
1947-11-01,10.788381742738572
1947-12-01,11.934156378600825
1948-01-01,13.061224489795919
1948-02-01,10.121457489878537
1948-03-01,7.509881422924902
1948-04-01,9.163346613545809
1948-05-01,10.000000000000009
1948-06-01,10.799999999999986
1948-07-01,10.671936758893285
1948-08-01,10.15625
1948-09-01,7.662835249042144
1948-10-01,5.3030303030303205
1948-11-01,4.119850187265928
1948-12-01,1.4705882352941346
1949-01-01,-1.4440433212996373
1949-02-01,-1.4705882352941124
1949-03-01,-1.4705882352941124
1949-04-01,-3.2846715328467058
1949-05-01,-4.363636363636358
1949-06-01,-6.137184115523464
1949-07-01,-7.14285714285714
1949-08-01,-7.801418439716312
1949-09-01,-7.117437722419928
1949-10-01,-6.474820143884896
1949-11-01,-6.474820143884896
1949-12-01,-6.159420289855078
1950-01-01,-5.128205128205132
1950-02-01,-2.6119402985074647
1950-03-01,-2.6119402985074647
1950-04-01,-1.5094339622641506
1950-05-01,0.3802281368821214
1950-06-01,2.3076923076923217
1950-07-01,5.000000000000004
1950-08-01,7.307692307692304
1950-09-01,8.812260536398453
1950-10-01,10.000000000000009
1950-11-01,11.538461538461542
1950-12-01,14.671814671814666
1951-01-01,17.76061776061777
1951-02-01,18.390804597701127
1951-03-01,18.390804597701127
1951-04-01,18.00766283524904
1951-05-01,16.287878787878785
1951-06-01,14.661654135338331
1951-07-01,10.989010989010994
1951-08-01,7.885304659498216
1951-09-01,5.98591549295775
1951-10-01,5.24475524475525
1951-11-01,3.7931034482758585
1951-12-01,1.3468013468013629
1952-01-01,-1.6393442622950838
1952-02-01,-3.5598705501618033
1952-03-01,-3.5598705501618033
1952-04-01,-3.8961038961038974
1952-05-01,-3.583061889250805
1952-06-01,-3.2786885245901676
1952-07-01,-2.310231023102305
1952-08-01,-0.9966777408637939
1952-09-01,-1.661129568106312
1952-10-01,-1.9933554817275767
1952-11-01,-2.657807308970106
1952-12-01,-3.322259136212624
1953-01-01,-2.9999999999999916
1953-02-01,-2.348993288590606
1953-03-01,-2.0134228187919545
1953-04-01,-2.0270270270270285
1953-05-01,-1.6891891891891886
1953-06-01,-1.6949152542372836
1953-07-01,-0.6756756756756799
1953-08-01,-1.6778523489932917
1953-09-01,-0.6756756756756799
1953-10-01,-1.016949152542379
1953-11-01,-0.6825938566552892
1953-12-01,0.3436426116838476
1954-01-01,1.0309278350515427
1954-02-01,0.6872852233676952
1954-03-01,0.34246575342467
1954-04-01,1.379310344827589
1954-05-01,1.0309278350515427
1954-06-01,0.6896551724137945
1954-07-01,-0.340136054421758
1954-08-01,0.0
1954-09-01,-0.6802721088435382
1954-10-01,-0.3424657534246478
1954-11-01,0.3436426116838476
1954-12-01,-0.6849315068493178
1955-01-01,-0.6802721088435382
1955-02-01,0.0
1955-03-01,-0.34129692832765013
1955-04-01,-0.340136054421758
1955-05-01,-1.0204081632652962
1955-06-01,0.34246575342467
1955-07-01,0.0
1955-08-01,0.3412969283276279
1955-09-01,1.3698630136986356
1955-10-01,1.7182130584192379
1955-11-01,1.0273972602739656
1955-12-01,1.724137931034475
1956-01-01,1.7123287671232834
1956-02-01,1.7064846416382284
1956-03-01,2.397260273972601
1956-04-01,2.7303754266211566
1956-05-01,4.123711340206193
1956-06-01,3.412969283276457
1956-07-01,3.0716723549488067
1956-08-01,3.401360544217691
1956-09-01,3.378378378378377
1956-10-01,3.378378378378377
1956-11-01,4.067796610169494
1956-12-01,4.406779661016946
1957-01-01,4.3771043771043905
1957-02-01,4.026845637583887
1957-03-01,3.678929765886285
1957-04-01,3.322259136212624
1957-05-01,2.310231023102305
1957-06-01,2.64026402640265
1957-07-01,3.6423841059602724
1957-08-01,3.289473684210531
1957-09-01,2.287581699346397
1957-10-01,1.9607843137254832
1957-11-01,1.9543973941368087
1957-12-01,1.9480519480519431
1958-01-01,1.6129032258064502
1958-02-01,1.6129032258064502
1958-03-01,2.2580645161290214
1958-04-01,1.6077170418006492
1958-05-01,2.2580645161290214
1958-06-01,1.6077170418006492
1958-07-01,0.9584664536741228
1958-08-01,0.6369426751592355
1958-09-01,0.9584664536741228
1958-10-01,0.9615384615384581
1958-11-01,0.9584664536741228
1958-12-01,0.6369426751592355
1959-01-01,0.6349206349206327
1959-02-01,0.6349206349206327
1959-03-01,0.0
1959-04-01,0.6329113924050667
1959-05-01,0.3154574132492094
1959-06-01,0.31645569620253333
1959-07-01,0.31645569620253333
1959-08-01,0.0
1959-09-01,0.31645569620253333
1959-10-01,0.31746031746031633
1959-11-01,-0.31645569620253333
1959-12-01,-0.31645569620253333
1960-01-01,-0.3154574132492094
1960-02-01,-0.3154574132492094
1960-03-01,0.3154574132492094
1960-04-01,0.0
1960-05-01,-0.3144654088050314
1960-06-01,0.0
1960-07-01,0.0
1960-08-01,0.0
1960-09-01,-0.3154574132492094
1960-10-01,0.31645569620253333
1960-11-01,0.6349206349206327
1960-12-01,0.6349206349206327
1961-01-01,0.6329113924050667
1961-02-01,0.6329113924050667
1961-03-01,0.0
1961-04-01,-0.6289308176100628
1961-05-01,-0.6309148264984188
1961-06-01,-1.2618296529968376
1961-07-01,-0.6309148264984188
1961-08-01,-0.31645569620253333
1961-09-01,-0.31645569620253333
1961-10-01,-0.6309148264984188
1961-11-01,-0.6309148264984188
1961-12-01,-0.3154574132492094
1962-01-01,-0.3144654088050314
1962-02-01,-0.3144654088050314
1962-03-01,-0.3144654088050314
1962-04-01,0.0
1962-05-01,0.0
1962-06-01,0.6389776357827559
1962-07-01,0.31746031746031633
1962-08-01,0.31746031746031633
1962-09-01,1.2698412698412653
1962-10-01,0.6349206349206327
1962-11-01,0.6349206349206327
1962-12-01,0.0
1963-01-01,-0.3154574132492094
1963-02-01,-0.6309148264984188
1963-03-01,-0.6309148264984188
1963-04-01,-0.6329113924050778
1963-05-01,0.0
1963-06-01,0.31746031746031633
1963-07-01,0.31645569620253333
1963-08-01,0.0
1963-09-01,-0.940438871473348
1963-10-01,-0.3154574132492094
1963-11-01,0.0
1963-12-01,0.0
1964-01-01,0.6329113924050667
1964-02-01,0.31746031746031633
1964-03-01,0.31746031746031633
1964-04-01,0.6369426751592355
1964-05-01,0.0
1964-06-01,-0.31645569620253333
1964-07-01,-0.3154574132492094
1964-08-01,0.0
1964-09-01,0.31645569620253333
1964-10-01,0.31645569620253333
1964-11-01,0.0
1964-12-01,0.31645569620253333
1965-01-01,0.0
1965-02-01,0.9493670886075778
1965-03-01,0.9493670886075778
1965-04-01,1.2658227848101111
1965-05-01,1.9047619047619202
1965-06-01,2.857142857142847
1965-07-01,2.5316455696202445
1965-08-01,2.5316455696202445
1965-09-01,2.208201892744488
1965-10-01,2.5236593059936974
1965-11-01,2.8391167192429068
1965-12-01,3.4700315457413256
1966-01-01,3.459119496855334
1966-02-01,4.0752351097178785
1966-03-01,4.0752351097178785
1966-04-01,3.750000000000009
1966-05-01,3.4267912772585785
1966-06-01,2.777777777777768
1966-07-01,3.395061728395077
1966-08-01,3.70370370370372
1966-09-01,3.70370370370372
1966-10-01,2.7692307692307683
1966-11-01,2.1472392638036686
1966-12-01,1.5243902439024293
1967-01-01,1.5197568389057725
1967-02-01,0.6024096385542022
1967-03-01,0.30120481927709
1967-04-01,-0.3012048192771122
1967-05-01,0.30120481927709
1967-06-01,0.6006006006006093
1967-07-01,0.0
1967-08-01,-0.5952380952381042
1967-09-01,-0.5952380952381042
1967-10-01,0.0
1967-11-01,0.30030030030030463
1967-12-01,1.2012012012012185
1968-01-01,1.197604790419149
1968-02-01,1.7964071856287456
1968-03-01,2.402402402402415
1968-04-01,3.0211480362537735
1968-05-01,2.7027027027027195
1968-06-01,2.0895522388059806
1968-07-01,2.3880597014925398
1968-08-01,2.3952095808383422
1968-09-01,2.9940119760478945
1968-10-01,2.9940119760478945
1968-11-01,3.293413173652704
1968-12-01,2.6706231454005858
1969-01-01,2.9585798816567976
1969-02-01,2.941176470588225
1969-03-01,3.2258064516129004
1969-04-01,3.5190615835777095
1969-05-01,3.801169590643272
1969-06-01,4.385964912280693
1969-07-01,4.37317784256559
1969-08-01,4.385964912280693
1969-09-01,4.06976744186045
1969-10-01,4.3604651162790775
1969-11-01,4.637681159420293
1969-12-01,4.9132947976878505
1970-01-01,4.885057471264376
1970-02-01,4.857142857142871
1970-03-01,4.2613636363636465
1970-04-01,4.249291784702547
1970-05-01,3.6619718309859106
1970-06-01,3.361344537815114
1970-07-01,3.6312849162011274
1970-08-01,3.361344537815114
1970-09-01,3.6312849162011274
1970-10-01,3.3426183844011303
1970-11-01,2.7700831024930705
1970-12-01,2.203856749311317
1971-01-01,2.191780821917799
1971-02-01,2.7247956403269713
1971-03-01,2.9972752043596618
1971-04-01,2.9891304347826164
1971-05-01,3.532608695652195
1971-06-01,3.5230352303523116
1971-07-01,3.2345013477088846
1971-08-01,4.336043360433606
1971-09-01,3.2345013477088846
1971-10-01,3.2345013477088846
1971-11-01,3.2345013477088846
1971-12-01,4.043126684636111
1972-01-01,4.021447721179627
1972-02-01,3.9787798408488007
1972-03-01,3.70370370370372
1972-04-01,3.693931398416872
1972-05-01,3.6745406824146842
1972-06-01,3.926701570680624
1972-07-01,4.438642297650142
1972-08-01,4.155844155844157
1972-09-01,4.960835509138395
1972-10-01,4.699738903394257
1972-11-01,5.22193211488251
1972-12-01,6.476683937823835
1973-01-01,7.2164948453608435
1973-02-01,8.163265306122437
1973-03-01,10.714285714285698
1973-04-01,10.941475826972024
1973-05-01,12.658227848101266
1973-06-01,14.609571788413088
1973-07-01,12.250000000000005
1973-08-01,18.45386533665836
1973-09-01,16.16915422885572
1973-10-01,15.46134663341645
1973-11-01,15.384615384615397
1973-12-01,15.328467153284663
1974-01-01,17.78846153846154
1974-02-01,17.9245283018868
1974-03-01,16.589861751152092
1974-04-01,16.972477064220183
1974-05-01,16.40449438202247
1974-06-01,14.28571428571428
1974-07-01,20.267260579064583
1974-08-01,17.68421052631579
1974-09-01,19.700214132762305
1974-10-01,22.89416846652268
1974-11-01,23.44086021505376
1974-12-01,20.88607594936709
1975-01-01,17.14285714285715
1975-02-01,14.400000000000013
1975-03-01,12.450592885375489
1975-04-01,12.745098039215685
1975-05-01,11.776061776061786
1975-06-01,11.538461538461542
1975-07-01,8.703703703703702
1975-08-01,5.545617173524153
1975-09-01,6.261180679785339
1975-10-01,5.096660808435849
1975-11-01,3.658536585365857
1975-12-01,4.188481675392675
1976-01-01,4.355400696864109
1976-02-01,4.7202797202797075
1976-03-01,5.448154657293491
1976-04-01,5.391304347826087
1976-05-01,5.008635578583753
1976-06-01,5.517241379310356
1976-07-01,4.940374787052804
1976-08-01,4.067796610169494
1976-09-01,4.040404040404044
1976-10-01,3.511705685618738
1976-11-01,4.201680672268915
1976-12-01,4.690117252931314
1977-01-01,4.841402337228717
1977-02-01,6.010016694490816
1977-03-01,6.8333333333333135
1977-04-01,7.095709570957109
1977-05-01,7.236842105263164
1977-06-01,6.209150326797386
1977-07-01,5.681818181818166
1977-08-01,5.863192182410426
1977-09-01,5.663430420711979
1977-10-01,5.977382875605808
1977-11-01,6.129032258064515
1977-12-01,5.920000000000014
1978-01-01,6.369426751592355
1978-02-01,6.299212598425208
1978-03-01,6.240249609984394
1978-04-01,6.317411402157158
1978-05-01,6.5950920245398725
1978-06-01,7.692307692307687
1978-07-01,8.141321044546878
1978-08-01,8.307692307692328
1978-09-01,8.72894333843799
1978-10-01,9.45121951219512
1978-11-01,9.57446808510638
1978-12-01,9.818731117824765
1979-01-01,10.479041916167663
1979-02-01,10.962962962962974
1979-03-01,11.30690161527166
1979-04-01,11.449275362318856
1979-05-01,11.51079136690647
1979-06-01,11.428571428571432
1979-07-01,12.5
1979-08-01,13.06818181818179
1979-09-01,13.94366197183099
1979-10-01,14.345403899721454
1979-11-01,14.563106796116498
1979-12-01,14.71801925722147
1980-01-01,15.44715447154472
1980-02-01,16.021361815754332
1980-03-01,15.435356200527718
1980-04-01,14.174252275682697
1980-05-01,13.935483870967747
1980-06-01,13.717948717948714
1980-07-01,14.015151515151514
1980-08-01,14.949748743718594
1980-09-01,13.349814585908515
1980-10-01,13.03288672350793
1980-11-01,12.832929782082324
1980-12-01,12.470023980815338
1981-01-01,11.737089201877925
1981-02-01,10.58688147295741
1981-03-01,10.857142857142854
1981-04-01,11.617312072892938
1981-05-01,11.325028312570783
1981-06-01,11.048478015783548
1981-07-01,9.63455149501662
1981-08-01,8.196721311475418
1981-09-01,7.742639040348953
1981-10-01,6.573275862068972
1981-11-01,6.008583690987113
1981-12-01,5.330490405117261
1982-01-01,4.726890756302526
1982-02-01,3.8501560874089513
1982-03-01,2.680412371134011
1982-04-01,1.6326530612244872
1982-05-01,1.5259409969481164
1982-06-01,1.522842639593902
1982-07-01,1.4141414141414232
1982-08-01,1.3131313131313105
1982-09-01,1.2145748987854255
1982-10-01,1.3144590495449915
1982-11-01,1.5182186234817818
1982-12-01,1.7206477732793601
1983-01-01,0.5015045135406293
1983-02-01,0.7014028056112176
1983-03-01,0.8032128514056325
1983-04-01,0.8032128514056325
1983-05-01,1.002004008016022
1983-06-01,1.0000000000000009
1983-07-01,0.8964143426294813
1983-08-01,1.495513459621134
1983-09-01,2.0000000000000018
1983-10-01,1.9960079840319445
1983-11-01,1.7946161515453696
1983-12-01,1.7910447761193993
1984-01-01,2.6946107784431073
1984-02-01,2.686567164179099
1984-03-01,3.486055776892427
1984-04-01,3.585657370517925
1984-05-01,3.273809523809512
1984-06-01,2.970297029702973
1984-07-01,2.8627838104639647
1984-08-01,1.9646365422396839
1984-09-01,1.3725490196078383
1984-10-01,1.1741682974559797
1984-11-01,1.5670910871694588
1984-12-01,1.1730205278592365
1985-01-01,0.4859086491739495
1985-02-01,0.09689922480620172
1985-03-01,-0.7699711260827802
1985-04-01,-0.6730769230769207
1985-05-01,-0.5763688760806907
1985-06-01,-0.6730769230769207
1985-07-01,-0.9596928982725572
1985-08-01,-1.0597302504816941
1985-09-01,-1.2572533849129708
1985-10-01,-0.4835589941972973
1985-11-01,-0.2892960462873684
1985-12-01,0.09661835748790981
1986-01-01,-0.19342359767892114
1986-02-01,-1.5488867376573068
1986-03-01,-2.7158098933074637
1986-04-01,-3.581800580832528
1986-05-01,-3.3816425120772986
1986-06-01,-3.2913843175217727
1986-07-01,-3.6821705426356544
1986-08-01,-3.3106134371957197
1986-09-01,-2.6444662095984173
1986-10-01,-3.109815354713319
1986-11-01,-3.481624758220514
1986-12-01,-3.7644787644787514
1987-01-01,-2.6162790697674465
1987-02-01,-0.68829891838742
1987-03-01,0.8973080757726848
1987-04-01,2.309236947791171
1987-05-01,2.6000000000000023
1987-06-01,3.1031031031030887
1987-07-01,4.124748490945662
1987-08-01,4.53172205438066
1987-09-01,4.325955734406439
1987-10-01,4.413239719157458
1987-11-01,4.4088176352705455
1987-12-01,4.513540621865597
1988-01-01,4.079601990049753
1988-02-01,3.7623762376237657
1988-03-01,3.656126482213451
1988-04-01,3.8272816486751626
1988-05-01,3.801169590643272
1988-06-01,4.077669902912628
1988-07-01,4.251207729468609
1988-08-01,4.046242774566466
1988-09-01,4.243008678881388
